#Frame   ENE_00002[bond] ENE_00002[angle] ENE_00002[dih] ENE_00002[vdw14] ENE_00002[elec14] ENE_00002[vdw] ENE_00002[elec] ENE_00002[total]
       1       1361.5128        3848.6163      3140.1249        1857.7376        19073.2299     -3137.5220     -31862.1502       -5718.4507
       2       1429.6186        3914.4085      3076.2807        1811.8795        18933.1275     -3079.4463     -31694.3194       -5608.4508
       3       1415.7600        3916.2944      3042.1694        1782.6667        18960.5651     -3130.2540     -31798.8552       -5811.6536
       4       1348.4312        3906.3303      3033.8305        1779.1896        18881.7867     -3150.5735     -31631.8554       -5832.8607
       5       1383.3553        3912.6766      2933.1212        1785.7841        19026.5508     -3119.7080     -31807.3246       -5885.5445
       6       1317.5165        3940.7963      2966.1640        1830.8310        19001.3531     -3081.0208     -31702.4981       -5726.8581
       7       1365.0396        3858.3886      2897.9748        1800.3677        18947.0176     -3079.8860     -31762.6119       -5973.7097
       8       1401.8182        3951.5081      2955.1115        1810.4840        18809.5736     -3146.4753     -31738.2860       -5956.2657
       9       1359.5680        3810.3130      2922.2048        1830.1450        18930.4123     -3108.9363     -31837.9308       -6094.2241
      10       1377.8607        3872.2807      2903.1323        1815.1353        18994.7892     -3106.5855     -31803.8236       -5947.2108
      11       1343.8460        3965.9063      2877.6958        1823.3402        18923.7126     -3146.5096     -31732.8612       -5944.8698
      12       1370.7574        3867.5715      2888.8607        1805.5742        18896.4725     -3119.2665     -31641.6032       -5931.6334
      13       1366.3359        3942.1874      2841.9249        1797.0751        18944.0675     -3122.9290     -31747.5905       -5978.9288
      14       1379.3210        3842.0657      2827.8920        1793.2817        18954.6510     -3104.5725     -31870.0974       -6177.4585
      15       1413.6824        3861.3626      2852.8271        1795.6426        18917.6376     -3106.4649     -31826.6211       -6091.9338
      16       1374.1421        3936.2604      2796.9301        1780.5029        18906.2964     -3065.6372     -31735.4341       -6006.9395
      17       1452.1147        3933.3576      2782.5988        1785.6921        18902.5274     -3121.1390     -31648.5555       -5913.4040
      18       1385.9170        3911.1028      2788.5825        1774.9627        18931.1645     -3093.0976     -31790.0964       -6091.4646
      19       1451.0032        3972.9238      2887.5404        1787.4778        18987.4532     -3116.9084     -31862.6157       -5893.1257
      20       1412.2192        3863.4808      2783.9719        1779.6246        18960.3604     -3121.2237     -31666.1797       -5987.7465
      21       1446.0658        3877.5391      2893.6418        1796.7022        18974.3130     -3108.2749     -31850.8241       -5970.8371
      22       1361.1698        3837.2811      2899.9145        1843.0406        19013.0512     -3088.1704     -31730.8517       -5864.5648
      23       1358.2979        3878.8067      2904.5346        1813.6567        18926.7216     -3079.1711     -31633.0116       -5830.1651
      24       1389.2240        3987.2776      2818.3801        1788.3355        18881.3402     -3096.8488     -31537.3389       -5769.6303
      25       1400.4805        3921.1882      2765.2661        1769.3749        18868.7432     -3108.5815     -31425.2143       -5808.7430
      26       1372.8094        3873.6771      2820.9502        1805.3496        18906.7337     -3050.5955     -31495.4628       -5766.5382
      27       1374.8107        3837.8235      2840.3808        1821.7185        18967.2926     -3139.7034     -31616.1826       -5913.8599
      28       1355.1248        3922.5062      2830.4628        1788.8464        18869.8356     -3174.8174     -31530.2524       -5938.2941
      29       1438.0030        3874.1679      2804.4018        1815.9258        18804.1615     -3108.7930     -31447.1406       -5819.2737
      30       1382.0815        3800.9606      2771.6460        1787.1382        18915.7735     -3143.5164     -31505.5534       -5991.4701
      31       1348.4925        3918.8982      2741.9764        1810.8546        18826.8870     -3109.6874     -31497.3075       -5959.8862
      32       1383.6991        3880.0775      2817.3807        1773.0535        18864.6571     -3121.7776     -31535.6509       -5938.5606
      33       1401.5448        3763.3735      2776.4560        1794.6384        18900.6872     -3194.0187     -31587.6893       -6145.0081
      34       1346.5185        3959.3073      2790.2449        1796.7747        18858.4292     -3114.4323     -31451.3217       -5814.4794
      35       1308.9043        3834.7015      2746.2381        1801.3457        18852.4442     -3108.8288     -31433.4070       -5998.6021
      36       1379.5961        3941.9397      2779.9470        1788.8164        18813.7525     -3104.5041     -31422.9457       -5823.3982
      37       1350.0710        3833.3693      2715.3770        1802.3446        18849.8126     -3113.7657     -31433.2042       -5995.9954
      38       1395.4862        3850.9365      2813.5714        1769.7424        18808.8248     -3138.8160     -31543.5389       -6043.7936
      39       1428.7439        3855.8647      2765.7466        1793.1435        18838.7274     -3115.2796     -31611.5778       -6044.6312
      40       1392.8875        3963.6971      2804.8473        1830.5563        18862.7295     -3142.4998     -31605.4721       -5893.2541
      41       1387.1506        3892.9138      2770.8338        1803.2583        18863.9578     -3124.3730     -31694.6774       -6100.9361
      42       1347.9766        3832.2682      2832.2524        1811.0409        18855.5260     -3069.6419     -31703.0801       -6093.6580
      43       1366.5840        3850.5773      2794.1186        1817.7789        18924.7107     -3094.9159     -31775.1856       -6116.3319
      44       1421.1305        3931.8503      2789.7930        1813.0994        18803.2693     -3130.4725     -31638.5518       -6009.8818
      45       1352.9724        3983.9251      2730.0724        1802.9895        18765.1315     -3114.9300     -31631.3941       -6111.2332
      46       1353.2792        3961.2820      2803.0795        1805.9272        18880.2451     -3078.3527     -31701.9623       -5976.5020
      47       1482.3790        3919.2841      2804.1770        1770.1248        18780.2200     -3130.4244     -31642.9443       -6017.1838
      48       1346.4523        3855.0674      2736.4094        1801.9510        18838.3039     -3106.6544     -31684.2486       -6212.7190
      49       1376.1180        3879.7589      2782.5626        1797.1262        18759.1683     -3112.8013     -31593.8569       -6111.9241
      50       1376.1419        3830.8844      2768.6520        1822.6250        18807.6886     -3154.7455     -31586.2323       -6134.9858
      51       1330.5901        3840.0134      2804.4396        1814.7265        18790.2138     -3146.9149     -31523.4181       -6090.3496
      52       1386.9524        3888.3982      2778.4098        1788.9006        18779.4354     -3166.1138     -31516.5830       -6060.6005
      53       1331.3576        3835.8947      2793.8054        1817.3564        18898.6345     -3085.3566     -31658.4955       -6066.8035
      54       1331.1078        3880.5122      2732.7822        1801.3623        18868.4231     -3124.1064     -31637.8101       -6147.7289
      55       1354.8739        3794.3949      2798.3474        1799.5226        18812.6134     -3118.2531     -31536.3672       -6094.8681
      56       1416.9994        3856.6245      2723.9619        1772.6833        18911.1115     -3164.6956     -31607.1413       -6090.4564
      57       1379.7042        3765.2211      2726.6780        1819.7734        18836.9681     -3105.7969     -31545.6130       -6123.0651
      58       1370.5478        3914.1824      2767.2488        1817.2936        18839.9612     -3119.0731     -31522.2712       -5932.1104
      59       1356.1859        3841.9145      2785.1824        1809.3926        18917.2594     -3050.3048     -31613.5138       -5953.8838
      60       1393.8582        3892.5160      2735.5614        1793.2558        18864.0639     -3166.7110     -31514.6242       -6002.0799
      61       1324.2555        3852.3576      2712.2666        1807.7734        18860.7098     -3122.2568     -31477.4915       -6042.3854
      62       1400.1871        3831.4030      2784.8432        1842.9978        18841.7635     -3097.4503     -31419.9715       -5816.2272
      63       1420.3318        3956.6178      2833.8444        1774.6766        18825.0334     -3151.6363     -31520.5949       -5861.7273
      64       1366.8458        3881.2002      2731.6994        1742.0572        18808.6542     -3182.2232     -31300.0473       -5951.8138
      65       1377.5707        3883.3177      2757.4326        1793.6552        18774.8356     -3089.7548     -31372.6928       -5875.6359
      66       1422.4246        3831.3365      2765.8459        1805.7276        18857.0838     -3088.8861     -31535.0265       -5941.4943
      67       1341.4354        3820.3997      2796.8772        1777.7315        18834.8060     -3134.6797     -31308.6123       -5872.0422
      68       1353.3494        3915.7299      2724.5768        1801.0303        18842.7004     -3118.4909     -31583.5707       -6064.6747
      69       1370.6618        3858.3025      2723.6702        1748.3113        18853.0054     -3093.9490     -31438.7711       -5978.7689
      70       1365.6237        3846.5338      2728.5077        1764.8273        18885.2946     -3081.6050     -31542.7812       -6033.5991
      71       1388.5909        3748.6742      2784.1274        1814.2709        18895.4727     -3057.9049     -31616.7168       -6043.4856
      72       1402.7122        3890.0624      2751.7890        1807.9328        18860.5988     -3084.1730     -31544.1578       -5915.2357
      73       1419.3294        3930.1943      2717.8434        1783.0677        18793.5023     -3133.7097     -31428.6281       -5918.4006
      74       1396.0359        3832.5960      2708.7668        1762.0844        18850.3153     -3135.6678     -31447.2894       -6033.1589
      75       1431.8083        3827.1227      2738.6051        1775.1950        18678.2452     -3085.8208     -31288.1019       -5922.9462
      76       1449.7878        3921.0808      2726.3906        1803.8980        18850.8551     -3157.7108     -31397.2085       -5802.9069
      77       1427.2262        3819.8216      2747.9574        1762.4640        18728.1376     -3114.7888     -31420.5908       -6049.7729
      78       1370.5007        3828.0630      2709.1590        1782.7633        18846.0305     -3174.8838     -31311.6842       -5950.0517
      79       1406.4552        3941.5752      2697.4421        1782.0442        18772.5995     -3099.4432     -31375.0579       -5874.3850
      80       1413.0400        3794.9916      2694.0956        1766.5290        18808.0892     -3120.5334     -31182.4339       -5826.2219
      81       1412.6412        3801.1385      2732.8400        1772.0567        18728.8019     -3113.4772     -31234.8258       -5900.8248
      82       1340.3149        3774.9584      2732.4349        1774.9933        18828.6967     -3133.3577     -31462.6319       -6144.5914
      83       1346.5776        3857.5633      2758.1040        1815.1928        18797.5865     -3093.0508     -31484.1902       -6002.2168
      84       1408.3573        3841.9428      2708.7687        1809.3418        18849.3282     -3091.9362     -31436.1260       -5910.3234
      85       1407.4106        3933.5618      2708.8715        1787.4698        18779.2915     -3127.1100     -31287.1070       -5797.6118
      86       1376.1574        3851.1793      2735.5089        1771.5572        18836.1011     -3146.1852     -31429.7415       -6005.4227
      87       1341.0221        3903.7116      2749.2310        1806.7718        18880.8301     -3108.8097     -31552.5154       -5979.7585
      88       1438.3976        3752.6120      2706.9201        1791.3809        18797.6758     -3143.2747     -31469.8998       -6126.1881
      89       1365.2328        3755.3101      2773.9095        1802.2938        18873.7966     -3187.3754     -31411.6120       -6028.4445
      90       1347.3743        3799.1956      2765.8111        1817.0779        18873.7860     -3116.8115     -31552.7935       -6066.3600
      91       1338.4193        3929.1376      2747.1736        1794.8101        18812.2129     -3190.9901     -31532.7857       -6102.0223
      92       1349.5796        3921.8584      2736.7628        1774.2264        18688.1643     -3165.2745     -31262.0288       -5956.7118
      93       1381.8083        3847.1140      2730.3187        1823.7318        18875.6105     -3124.4735     -31519.4577       -5985.3479
      94       1372.6749        3907.1904      2740.2469        1781.3134        18818.6318     -3174.7145     -31415.2651       -5969.9222
      95       1415.6742        3902.5479      2759.8359        1810.1230        18766.7336     -3146.8893     -31378.8266       -5870.8015
      96       1399.5531        3823.6809      2753.0333        1787.8701        18800.1305     -3179.6221     -31391.0067       -6006.3609
      97       1394.1087        3914.7405      2716.5939        1788.3456        18811.9672     -3150.3112     -31465.6663       -5990.2217
      98       1455.1671        3892.0248      2726.7397        1783.1557        18813.3493     -3133.3263     -31488.4721       -5951.3619
      99       1398.1443        3900.2307      2782.3030        1778.4999        18784.0925     -3127.4928     -31448.9506       -5933.1730
     100       1418.7252        3926.9178      2703.8450        1771.2159        18787.0524     -3124.5293     -31380.9853       -5897.7583
