30.00 0.00000000e+00
30.50 0.00000000e+00
31.00 0.00000000e+00
31.50 0.00000000e+00
32.00 0.00000000e+00
32.50 0.00000000e+00
33.00 0.00000000e+00
33.50 0.00000000e+00
34.00 0.00000000e+00
34.50 0.00000000e+00
35.00 0.00000000e+00
35.50 0.00000000e+00
36.00 0.00000000e+00
36.50 0.00000000e+00
37.00 0.00000000e+00
37.50 0.00000000e+00
38.00 0.00000000e+00
38.50 0.00000000e+00
39.00 0.00000000e+00
39.50 0.00000000e+00
40.00 0.00000000e+00
40.50 0.00000000e+00
41.00 0.00000000e+00
41.50 0.00000000e+00
42.00 0.00000000e+00
42.50 0.00000000e+00
43.00 0.00000000e+00
43.50 0.00000000e+00
44.00 0.00000000e+00
44.50 0.00000000e+00
45.00 0.00000000e+00
45.50 0.00000000e+00
46.00 0.00000000e+00
46.50 0.00000000e+00
47.00 0.00000000e+00
47.50 0.00000000e+00
48.00 0.00000000e+00
48.50 2.38593183e-05
49.00 6.69151129e-05
49.50 1.76297841e-04
50.00 4.36341348e-04
50.50 1.01452403e-03
51.00 2.21592421e-03
51.50 4.54678125e-03
52.00 8.76415025e-03
52.50 1.58698259e-02
53.00 2.69954833e-02
53.50 4.31386594e-02
54.00 6.47587978e-02
54.50 9.13245427e-02
55.00 1.20985362e-01
55.50 1.50568716e-01
56.00 1.76032663e-01
56.50 1.93334058e-01
57.00 1.99471140e-01
57.50 1.93334058e-01
58.00 1.76032663e-01
58.50 1.50568716e-01
59.00 1.20985362e-01
59.50 9.13245427e-02
60.00 6.47587978e-02
60.50 4.31386594e-02
61.00 2.69954833e-02
61.50 1.58698259e-02
62.00 8.76415025e-03
62.50 4.54678125e-03
63.00 2.21592421e-03
63.50 1.01452403e-03
64.00 4.36341348e-04
64.50 1.76297841e-04
65.00 6.69151129e-05
65.50 2.38593183e-05
66.00 0.00000000e+00
66.50 0.00000000e+00
67.00 0.00000000e+00
67.50 0.00000000e+00
68.00 0.00000000e+00
68.50 0.00000000e+00
69.00 0.00000000e+00
69.50 0.00000000e+00
70.00 0.00000000e+00
70.50 0.00000000e+00
71.00 0.00000000e+00
71.50 0.00000000e+00
72.00 0.00000000e+00
72.50 0.00000000e+00
73.00 0.00000000e+00
73.50 0.00000000e+00
74.00 0.00000000e+00
74.50 0.00000000e+00
75.00 0.00000000e+00
75.50 0.00000000e+00
76.00 0.00000000e+00
76.50 0.00000000e+00
77.00 0.00000000e+00
77.50 0.00000000e+00
78.00 0.00000000e+00
78.50 0.00000000e+00
79.00 0.00000000e+00
79.50 0.00000000e+00
